propertyid,price,township,neighborhood,censustract,community,zipcode,homeowner,white,black,asian,hispanic,college,medhinc,poverty,walls,rooms,beds,basement,basementfin,centralheat,otherheat,ac,fireplaces,attic,atticfin,fullbathrooms,halfbathrooms,garagesize,garageconstruction,garageattached,porch,squarefoot,age
833,1265000,"14","1432",832500,"Lincoln Park",60614,1,.838325,.0684969,.063228,.0757072,.419888,61484,.242017,"Masonry",5,2,"Full basement","Formal rec-room","Warm air","None","Yes",1,"None",0,1,1,2,"Wood frame","No","N/A",2280,9
834,363000,"10","1032",120100,"Forest Glen",60646,1,.9023345,.0061934,.0678895,.0702716,.4396083,103929,.031677,"Masonry",5,2,"Full basement","Formal rec-room","Warm air","None","No",0,"Partial","Unfinished",1,1,1,"Wood frame","No","N/A",1002,54
835,800000,"14","1430",70700,"Lincoln Park",60614,1,.7945992,.060902,.117495,.1157713,.4702137,106071,.119448,"Masonry",8,4,"Partial basement","Formal rec-room","Warm air","None","Yes",1,"None",0,2,1,2,"Masonry","Yes","N/A",3013,5
836,200000,"13","1329",190401,"Belmont Cragin",60634,0,.5701198,.0206718,.3601128,.6257928,.0856624,51147,.131107,"Wood frame",4,2,"Full basement","Unfinished","Warm air","None","No",0,"None",0,1,0,2,"Wood frame","No","N/A",704,93
837,208000,"25","2501",480400,"Calumet Heights",60617,0,.0098707,.9691967,.0069775,.0154867,.2212404,56698,.115039,"Masonry",6,4,"Partial basement","Formal rec-room","Warm air","None","Yes",0,"None",0,2,1,2,"Masonry","No","N/A",1834,47
838,190000,"17","1731",590600,"McKinley Park",60609,1,.5395623,.016835,.3950617,.7483165,.0787422,44383,.080301,"Masonry",4,2,"Full basement","Unfinished","None","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","Wood",640,121
839,1225000,"17","1721",841900,"Near West Side",60607,1,.5346351,.1675231,.2495375,.1013361,.3962868,88226,.167715,"Masonry",8,4,"Full basement","Formal rec-room","Warm air","None","Yes",1,"None",0,3,1,2.5,"Wood frame","No","N/A",2876,3
840,925000,"17","1707",243100,"West Town",60622,1,.6226583,.0307761,.3140053,.4950937,.3216165,68446,.137234,"Masonry",7,3,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,1,0,2,"Wood frame","No","N/A",1827,1
841,1157000,"17","1710",81403,"Near North Side",60611,0,.7038048,.0443089,.2266816,.0576336,.7661676,88523,.060673,"Masonry",7,3,"Slab basement","Unfinished","Warm air","None","Yes",0,"None",0,3,1,2,"Masonry","Yes","N/A",2799,16
842,135000,"19","1935",700402,"Ashburn",60652,0,.2105263,.6458865,.1190598,.2312213,.1316302,82599,.142822,"Wood frame",7,4,"Full basement","Unfinished","Warm air","Unit heater","No",0,"Full","Living area",1,0,2,"Wood frame","No","Wood",728,60
843,550000,"13","1322",161000,"Irving Park",60641,1,.797891,.0369069,.1165788,.2425308,.3395133,53835,.094438,"Wood frame and masonry",6,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,2,0,2,"Wood frame","No","N/A",1848,106
844,195000,"25","2505",730202,"Washington Heights",60620,0,.0051364,.9817014,.0032103,.0067416,.11316,45322,.186919,"Masonry",6,3,"Full basement","Unfinished","Steam","None","No",1,"Full","Unfinished",1,0,1,"Wood frame","No","N/A",1292,81
845,962500,"17","1709",842300,"West Town",60654,0,.7031443,.169852,.0949445,.1075832,.5777981,106193,.162773,"Masonry",6,2,"Slab basement","Unfinished","Warm air","None","Yes",2,"Full","Living area",2,1,2,"Masonry","Yes","N/A",2257,7
846,435000,"13","1316",150300,"Portage Park",60641,0,.8099472,.0125035,.1380939,.2609058,.1734228,55551,.109049,"Wood frame",6,2,"Full basement","Unfinished","Steam","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","Wood",946,93
847,259000,"13","1317",150401,"Portage Park",60630,1,.7965783,.0064678,.1619028,.2501565,.2147477,47972,.158689,"Masonry",4,2,"Full basement","Unfinished","Warm air","Unit heater","Yes",0,"Full","Unfinished",1,0,2,"Wood frame","No","Wood",909,59
848,301000,"13","1310",140400,"Albany Park",60630,1,.5903013,.0174871,.3357825,.3256429,.195022,43628,.15022,"Masonry",5,2,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,0,2,"Wood frame","No","N/A",1095,94
849,135000,"20","2029",710200,"Auburn Gresham",60620,0,.0035651,.9794019,.0073282,.0106952,.0413667,23217,.5241,"Masonry",6,4,"Full basement","Unfinished","Warm air","None","No",0,"None",0,2,1,1,"Wood frame","No","N/A",1640,106
850,260000,"19","1908",560800,"Garfield Ridge",60638,0,.8235077,.0025873,.1491406,.350767,.1605667,62731,.055218,"Masonry",8,3,"Full basement","Unfinished","Warm air","None","No",0,"None",0,2,0,1,"Wood frame","No","N/A",1175,73
851,205000,"19","1935",700401,"Ashburn",60652,0,.2307952,.5581631,.1917947,.3331082,.1451679,73949,.057804,"Wood frame and masonry",6,3,"Full basement","Formal rec-room","Warm air","None","Yes",0,"None",0,1,0,2,"Wood frame","No","N/A",944,53
852,370000,"13","1314",160501,"Irving Park",60618,1,.4918816,.0472779,.3732092,.6382521,.1431402,37260,.267863,"Wood frame",6,3,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Living area",1,0,0,"N/A",0,"Wood",1016,111
853,122000,"20","2034",440300,"Chatham",60619,0,.0067269,.9751945,.0031532,.0109313,.2546686,45839,.127334,"Masonry",5,3,"Partial basement","Formal rec-room","Warm air","None","No",0,"None",0,1,1,0,"N/A",0,"N/A",1032,48
854,207500,"12","1224",170400,"Dunning",60634,1,.8607235,.0087855,.1023256,.1912145,.2020624,64815,.170213,"Masonry",4,2,"Full basement","Unfinished","Warm air","None","Yes",0,"Full","Unfinished",1,0,2,"Masonry","No","Wood",942,44
855,194900,"25","2506",711300,"Auburn Gresham",60620,0,.0079951,.9692497,.00246,.0116851,.087886,37625,.331948,"Masonry",8,5,"Slab basement","Unfinished","Steam","None","No",0,"Full","Living area",2,0,2,"Wood frame","No","Wood",2124,79
856,179900,"19","1934",700302,"Ashburn",60652,0,.6236135,.1483362,.1983456,.4664411,.1484667,62269,.151085,"Wood frame",4,3,"Slab basement","Unfinished","Warm air","None","No",0,"None",0,1,0,0,"N/A",0,"N/A",1143,39
857,302000,"11","1131",10701,"Rogers Park",60645,0,.5499482,.1969462,.2132505,.3786232,.3435057,54690,.084741,"Wood frame",6,3,"Full basement","Unfinished","Warm air","None","No",0,"Full","Unfinished",1,1,2,"Masonry","No","N/A",1304,95
858,200000,"13","1330",180100,"Montclare",60634,1,.7118258,.0204678,.2300195,.4337232,.1402945,44760,.141987,"Wood frame and masonry",5,2,"Slab basement","Unfinished","Warm air","None","Yes",1,"None",0,2,0,2,"Masonry","Yes","N/A",1285,3
859,635000,"13","1315",160200,"Irving Park",60641,1,.7513796,.0273018,.1742666,.253558,.2209539,60781,.088599,"Wood frame",7,3,"Full basement","Formal rec-room","Warm air","None","Yes",0,"Partial","Living area",1,2,2,"Wood frame","No","N/A",1463,106
